x(mm) y(mm) z(mm) px py pz E(MeV)
-1.048772 100.000000 4.855498 0.000000 -1.000000 0.000000 1.000000
-1.133336 100.000000 -4.724584 0.000000 -1.000000 0.000000 1.000000
-1.158441 100.000000 -4.261411 0.000000 -1.000000 0.000000 1.000000
1.119962 100.000000 4.953055 0.000000 -1.000000 0.000000 1.000000
1.170324 100.000000 4.027680 0.000000 -1.000000 0.000000 1.000000
-0.249364 100.000000 3.376883 0.000000 -1.000000 0.000000 1.000000
-1.637781 100.000000 -4.063160 0.000000 -1.000000 0.000000 1.000000
0.997607 100.000000 -3.741176 0.000000 -1.000000 0.000000 1.000000
0.350146 100.000000 -5.457574 0.000000 -1.000000 0.000000 1.000000
-0.001030 100.000000 -3.459447 0.000000 -1.000000 0.000000 1.000000
0.928721 100.000000 3.605263 0.000000 -1.000000 0.000000 1.000000
-0.001460 100.000000 3.516066 0.000000 -1.000000 0.000000 1.000000
1.059815 100.000000 -5.122780 0.000000 -1.000000 0.000000 1.000000
-1.181783 100.000000 -3.806072 0.000000 -1.000000 0.000000 1.000000
0.021015 100.000000 -3.896907 0.000000 -1.000000 0.000000 1.000000
-0.734147 100.000000 -7.289823 0.000000 -1.000000 0.000000 1.000000
-1.371436 100.000000 7.017267 0.000000 -1.000000 0.000000 1.000000
-0.023563 100.000000 3.954366 0.000000 -1.000000 0.000000 1.000000
0.020601 100.000000 3.083360 0.000000 -1.000000 0.000000 1.000000
-0.984221 100.000000 3.491386 0.000000 -1.000000 0.000000 1.000000
1.464269 100.000000 6.971762 0.000000 -1.000000 0.000000 1.000000
-1.106229 100.000000 -5.192023 0.000000 -1.000000 0.000000 1.000000
1.235628 100.000000 -3.650911 0.000000 -1.000000 0.000000 1.000000
-0.022996 100.000000 -3.029257 0.000000 -1.000000 0.000000 1.000000
-0.738290 100.000000 3.635191 0.000000 -1.000000 0.000000 1.000000
-1.067420 100.000000 5.325570 0.000000 -1.000000 0.000000 1.000000
1.642944 100.000000 3.926151 0.000000 -1.000000 0.000000 1.000000
-0.499344 100.000000 3.402524 0.000000 -1.000000 0.000000 1.000000
-0.359626 100.000000 5.667652 0.000000 -1.000000 0.000000 1.000000
0.736382 100.000000 -3.588291 0.000000 -1.000000 0.000000 1.000000
-0.716721 100.000000 3.200396 0.000000 -1.000000 0.000000 1.000000
1.192692 100.000000 3.582900 0.000000 -1.000000 0.000000 1.000000
-0.675384 100.000000 7.413899 0.000000 -1.000000 0.000000 1.000000
0.239568 100.000000 -3.181588 0.000000 -1.000000 0.000000 1.000000
1.091918 100.000000 5.420168 0.000000 -1.000000 0.000000 1.000000
0.714786 100.000000 -3.155426 0.000000 -1.000000 0.000000 1.000000
0.756954 100.000000 -4.026106 0.000000 -1.000000 0.000000 1.000000
0.974330 100.000000 -3.302297 0.000000 -1.000000 0.000000 1.000000
-1.452428 100.000000 -7.139304 0.000000 -1.000000 0.000000 1.000000
-0.045582 100.000000 4.393148 0.000000 -1.000000 0.000000 1.000000
0.287966 100.000000 2.879015 0.000000 -1.000000 0.000000 1.000000
-0.288321 100.000000 -2.863402 0.000000 -1.000000 0.000000 1.000000
-0.758772 100.000000 4.073563 0.000000 -1.000000 0.000000 1.000000
0.043019 100.000000 -4.335789 0.000000 -1.000000 0.000000 1.000000
1.375460 100.000000 -7.188758 0.000000 -1.000000 0.000000 1.000000
-0.452084 100.000000 2.997693 0.000000 -1.000000 0.000000 1.000000
0.452364 100.000000 -2.989493 0.000000 -1.000000 0.000000 1.000000
-1.227190 100.000000 3.515154 0.000000 -1.000000 0.000000 1.000000
0.309311 100.000000 2.456593 0.000000 -1.000000 0.000000 1.000000
-1.203137 100.000000 -3.368017 0.000000 -1.000000 0.000000 1.000000
-0.309638 100.000000 -2.440729 0.000000 -1.000000 0.000000 1.000000
0.042417 100.000000 2.658895 0.000000 -1.000000 0.000000 1.000000
-0.431078 100.000000 2.574176 0.000000 -1.000000 0.000000 1.000000
0.431358 100.000000 -2.565516 0.000000 -1.000000 0.000000 1.000000
1.077551 100.000000 -5.590909 0.000000 -1.000000 0.000000 1.000000
-0.044664 100.000000 -2.607041 0.000000 -1.000000 0.000000 1.000000
-0.147997 100.000000 2.060201 0.000000 -1.000000 0.000000 1.000000
-0.227379 100.000000 2.954121 0.000000 -1.000000 0.000000 1.000000
-0.694359 100.000000 2.772886 0.000000 -1.000000 0.000000 1.000000
0.266236 100.000000 3.304284 0.000000 -1.000000 0.000000 1.000000
