Energy(KeV) X(cm) Y(cm) Z(cm) px py pz
61.5737 0.304526 0.163604 0.577007 33.7641 18.0105 48.2383
46.4434 0.0420872 0.320418 0.554968 -7.40133 6.11831 45.4399
53.6036 -0.00452843 -0.193089 0.627137 -14.1467 -25.0866 45.2093
58.1705 -0.714261 0.158382 0.577741 -49.6511 -1.18063 30.285
63.5562 0.140099 0.180994 0.574563 19.2139 -16.1085 58.4015
39.6649 0.259816 0.393152 0.544746 6.89851 18.9718 34.1436
36.2039 0.323264 0.222628 0.568712 14.5379 1.33741 33.1298
53.6976 -0.70896 0.295628 0.558452 -45.9986 9.46175 26.0391
55.1609 -0.170573 -0.26378 0.637072 -0.707592 -20.2438 51.3071
64.832 -1.22917 1.5831 0.37751 -40.7583 49.8319 7.66317
49.3222 -0.282987 0.666042 0.506394 -9.90897 38.9851 28.5421
49.7693 -0.162694 0.221343 0.568892 -5.78488 20.8451 44.8219
50.0638 0.227896 0.668118 0.506102 4.68077 39.3191 30.6347
42.5493 0.362505 0.280014 0.560647 24.3307 8.35783 33.8911
70.8255 0.359661 -0.181907 0.625565 14.4244 -28.0094 63.4324
41.139 0.0202077 0.350435 0.55075 -15.4434 13.2882 35.7399
61.52 0.103847 -0.300749 0.642268 -4.27415 -45.3748 41.3228
66.2231 0.653569 0.0755314 0.589385 48.078 10.2864 44.3644
42.3983 0.152259 0.444183 0.537574 3.73325 20.682 36.823
59.9382 0.426116 0.486596 0.531613 19.7957 46.636 32.0281
38.3577 -0.42685 0.857447 0.479494 -12.399 32.6627 15.8342
40.1261 -0.331398 0.665544 0.506464 -21.3537 26.9326 20.7064
64.2511 -0.101067 0.202016 0.571608 -18.3534 -20.4424 58.0815
38.7832 -0.0401981 0.188682 0.573482 -13.5534 -4.56749 36.0497
38.3615 -0.365802 -0.0703574 0.609888 -15.3927 -20.4787 28.5533
44.9989 -0.0314217 0.0800482 0.58875 11.7032 -15.1891 40.709
62.6999 0.675746 -0.218749 0.630743 37.1554 -34.5239 36.8626
58.4977 0.897218 0.178672 0.574889 49.3494 16.3624 26.8121
36.0385 -0.0502861 0.190245 0.573263 -16.1592 -5.81802 31.6829
48.1952 -0.109597 0.195703 0.572496 -10.834 -9.82613 45.9222
55.6838 0.0737743 0.34154 0.552 4.32147 17.419 52.7123
65.5774 -0.352498 0.147046 0.579334 -45.9177 0.277622 46.8175
50.4844 0.312344 -0.0114921 0.601615 21.1801 -5.37188 45.5107
61.516 -0.0848069 0.246087 0.565415 10.6997 17.2877 58.0592
45.0371 -0.295513 0.110924 0.584411 -18.218 2.38238 41.119
51.6543 0.147053 0.38733 0.545564 29.0524 15.7244 39.7097
48.4815 1.28223 0.0694441 0.59024 45.0289 -6.80368 16.6303
55.4739 -1.41864 0.358329 0.54964 -50.6613 19.2585 11.8279
55.2583 -0.199976 -0.0538511 0.607568 -23.9041 -27.6431 41.448
54.2222 0.314733 0.906277 0.472631 22.4551 46.352 16.9501
59.1378 0.45157 -0.233321 0.632791 44.3027 -21.6153 32.6699
54.3733 0.179032 0.390562 0.54511 41.446 29.8136 18.7037
53.4507 -0.198537 0.556182 0.521834 -6.64207 44.8648 28.2844
58.0982 0.555211 -0.426375 0.659923 26.0846 -39.495 33.6918
64.8643 0.337479 0.112196 0.584232 46.1048 -1.97053 45.5834
45.3592 0.121231 0.440648 0.538071 8.31884 17.5981 40.9702
55.0998 -0.245459 0.448159 0.537015 -10.0084 37.4326 39.1742
41.9949 0.842834 0.551248 0.522527 34.9552 15.12 17.6944
73.9384 -0.070819 0.970435 0.463614 6.50608 68.6838 26.5914
63.1457 -0.298622 -0.413172 0.658068 -24.7963 -17.4493 55.3899
59.1327 0.320951 -0.112343 0.615789 32.7174 -31.4842 37.8814
61.2015 0.591518 -0.130557 0.618349 45.9796 8.26752 39.5366
46.7224 -0.129877 0.289066 0.559374 -12.1149 5.45543 44.7935
58.3314 0.167118 0.228408 0.567899 31.4838 -8.63554 48.3399
66.0019 -0.459538 -0.555075 0.678011 -27.1075 -48.5 35.6257
46.524 0.285849 0.406501 0.54287 6.30909 23.4221 39.7
44.3927 0.0722053 0.126971 0.582155 17.7845 -6.60072 40.1354
61.1199 0.0667666 0.329514 0.55369 -9.03627 9.63284 59.6758
59.2748 -0.410418 0.142541 0.579967 -17.5706 20.0563 52.9388
73.0464 -0.141049 -0.0795811 0.611184 12.1944 -16.5172 70.1018
42.8923 0.0459309 0.432861 0.539165 1.16903 16.5116 39.5696
49.072 0.227683 0.386647 0.54566 22.5311 20.4921 38.4771
49.4583 0.312039 0.573593 0.519387 32.9548 28.1558 23.8193
60.6972 -0.370258 0.263841 0.56292 -52.6293 8.28786 29.0795
32.8739 0.12635 0.269147 0.562174 8.42194 1.44624 31.7439
50.5565 -0.170283 0.307114 0.556838 -7.21913 7.41153 49.4865
54.1796 0.322863 0.301564 0.557618 11.9479 21.3906 48.3231
66.433 -0.615392 0.032288 0.595462 -52.8059 -20.316 34.8158
48.6584 0.465185 0.141617 0.580097 27.9783 -8.9922 38.7813
75.0221 -0.372968 0.261567 0.563239 -52.499 24.2524 47.7912
54.9183 0.253142 -0.0895259 0.612582 11.8214 -23.6424 48.1384
57.0798 0.343712 -0.359414 0.650512 24.0766 -41.3304 31.1484
49.1281 -0.355628 0.207235 0.570875 -33.7091 5.73493 35.2757
30.8722 -0.388842 0.62603 0.512017 -12.1498 21.2699 18.79
60.7393 0.206798 0.0767299 0.589216 0.303001 5.63994 60.4762
49.3282 0.510922 -0.0113224 0.601591 28.2486 -21.7757 34.0751
59.3811 0.396132 0.712596 0.499851 15.1196 48.7328 30.3748
66.1653 -0.116226 -0.32496 0.64567 -9.5901 -38.6263 52.8572
38.246 0.228362 0.360692 0.549308 14.2989 9.192 34.2608
58.1146 0.330483 0.201299 0.571709 25.7259 -3.90364 51.9639
55.0811 -0.315337 -0.305352 0.642914 -25.1646 -33.1678 36.0634
70.184 -0.718538 -0.325398 0.645732 -52.9792 -32.7175 32.3815
57.7516 0.179491 0.0801929 0.58873 -3.82786 -11.9904 56.3633
33.3137 0.241931 0.209112 0.570611 5.41542 6.79625 32.1603
67.1863 -0.06768 0.0510109 0.592831 13.3609 -25.7067 60.6189
57.3595 0.128497 0.0113118 0.59841 2.62072 -5.24052 57.0595
39.6391 -0.195576 0.260306 0.563416 -5.00436 13.8631 36.7972
66.0464 -0.366768 0.304065 0.557266 -30.2522 42.2653 40.7502
58.5684 -0.654542 0.719547 0.498874 -42.5677 32.4317 23.7999
59.6062 -0.747425 -0.0430439 0.606049 -49.0916 -16.0665 29.7451
53.777 -0.364498 -0.459444 0.664571 -11.5411 -27.3809 44.8224
57.8319 -0.449129 1.22145 0.428336 -18.2354 53.0321 14.1277
52.186 -0.156899 0.394845 0.544508 -17.7433 27.3242 40.7669
45.4525 0.146181 0.159724 0.577552 2.22297 -12.3662 43.6814
40.9703 0.167053 0.552113 0.522406 5.57683 25.4557 31.6144
58.8198 -0.712165 -0.244296 0.634334 -46.3753 -26.6349 24.4885
60.5539 0.0461043 0.634041 0.510891 -5.83296 45.4615 39.5728
56.4462 0.141024 0.533913 0.524963 11.6111 32.5539 44.6274
65.2009 -0.0171904 0.438892 0.538318 7.96182 30.217 57.225
69.3667 -0.511979 -0.333348 0.646849 -33.6659 -47.0071 38.3234
46.1509 0.0127801 0.335603 0.552834 1.61896 7.41391 45.5227
59.8875 -0.170364 0.314571 0.55579 5.67595 31.1545 50.83
39.3542 -0.707182 0.155929 0.578086 -30.365 -2.34611 24.9242
67.6875 -0.381476 -0.202595 0.628473 -40.92 -25.3592 47.5822
67.6308 -0.337147 0.169109 0.576233 -35.6808 17.1594 54.8303
49.3313 -0.377046 -0.0596013 0.608376 -11.605 0.513996 47.9441
45.1239 -0.0106347 0.130208 0.5817 0.340286 -10.1071 43.9762
68.3109 -0.462012 0.0419099 0.59411 -36.4284 -5.29475 57.544
48.1503 0.451089 0.0528416 0.592574 19.1201 3.11184 44.0816
58.043 -0.576233 0.138713 0.580505 -40.1832 0.760145 41.8775
50.8827 0.0396939 0.179926 0.574713 -0.989383 -0.499082 50.8707
59.5899 0.11688 0.337155 0.552616 11.8503 7.27521 57.9448
40.6553 0.047615 0.776113 0.490924 2.57456 34.7348 20.9694
50.4782 0.0825234 0.713036 0.499789 12.1928 39.3595 29.1584
56.344 -0.836414 -0.985618 0.73852 -25.847 -42.5513 26.3811
32.8706 -0.42928 0.624955 0.512168 -16.4216 26.011 11.5861
77.0843 -0.0723104 0.439498 0.538233 14.9237 55.0215 51.8836
63.7822 -0.521059 1.00163 0.45923 -29.2238 52.0642 22.4377
49.0343 -0.401705 -0.236278 0.633207 -27.6957 -27.6538 29.5395
54.9242 0.0621022 0.257709 0.563781 1.05466 26.4731 48.1116
35.5395 -0.109712 0.337819 0.552523 -0.174398 -0.0773315 35.539
43.7385 0.446897 0.0843241 0.588149 22.8629 -14.2739 34.447
52.1123 0.153231 0.19672 0.572353 -7.78714 18.8131 47.97
59.3409 0.166564 0.58055 0.518409 11.9221 34.2311 46.9834
66.6372 0.247185 0.0698846 0.590178 4.97515 -22.058 62.6834
67.6156 -0.0240514 0.0498462 0.592995 -3.18637 -7.08845 67.1674
58.632 0.0119866 -0.231345 0.632513 7.58849 -43.2376 38.8669
44.6105 -0.284281 0.222298 0.568758 -9.36667 18.5509 39.4744
45.7563 -0.292463 -0.207427 0.629152 -13.7053 -29.5588 32.1261
46.5543 -1.07167 0.30078 0.557728 -43.4854 0.754379 16.6057
45.2309 1.27512 1.28798 0.418987 42.4019 14.9766 4.85919
71.8401 -0.481633 0.0131131 0.598157 -36.8834 19.1588 58.5965
62.6414 -0.314946 -0.591605 0.683145 -21.178 -51.0904 29.4144
72.5775 1.89926 1.35079 0.410159 61.5755 37.6365 7.7101
50.0789 0.185896 0.673437 0.505355 21.8385 34.8502 28.5734
62.5265 -0.719194 -0.00971591 0.601365 -22.6493 -35.944 45.876
40.3999 -0.131063 1.10715 0.4444 -5.26205 38.0572 12.4946
49.9575 0.535283 -0.219464 0.630844 25.2735 -12.6114 41.2063
52.1484 0.285659 0.0199609 0.597195 6.46105 -5.03488 51.501
68.3532 0.078482 0.0893816 0.587438 26.7588 35.0382 52.2345
42.3672 -0.212735 0.0801603 0.588734 -12.4557 -9.10348 39.4583
61.6609 0.176598 0.421219 0.540801 14.9287 31.3961 50.9263
43.5063 0.126094 -0.0603026 0.608475 -8.90196 -3.4862 42.4429
54.9562 0.329191 0.290951 0.559109 40.581 6.72529 36.4436
29.6566 -0.194687 0.874498 0.477097 -9.26179 25.2238 12.5496
68.4663 -0.0427111 0.475247 0.533208 -32.924 33.9432 49.5126
68.7529 -0.25033 0.402906 0.543375 -43.5609 28.236 45.0793
61.063 1.69763 0.180927 0.574572 59.1386 1.23853 15.1588
63.6095 0.194352 0.288345 0.559476 25.1758 11.9366 57.1827
35.3398 0.246419 0.745305 0.495254 4.05062 29.3427 19.2743
35.9396 -0.115476 0.126425 0.582232 -2.77175 0.950854 35.82
47.9025 0.354817 0.314262 0.555833 24.7826 18.7787 36.4394
47.0952 0.13128 -0.113434 0.615942 17.1575 -28.6357 33.2201
59.1689 -0.235251 0.381619 0.546367 -14.6267 20.8215 53.418
66.225 -0.233634 0.348928 0.550961 -13.7724 24.4637 59.9799
57.7829 0.294789 0.632914 0.51105 27.5272 39.6925 31.7116
63.8078 0.267499 0.0454461 0.593613 5.1408 6.17354 63.3
40.9882 0.10275 0.63245 0.511115 3.96926 29.1323 28.5584
74.1398 -0.0559422 0.253913 0.564315 9.90869 26.5806 68.4982
49.716 -0.235768 0.438058 0.538435 -28.3939 16.3687 37.3836
70.1129 -0.00439238 -0.740389 0.704055 1.71314 -62.2667 32.183
65.2467 -0.16351 -0.323986 0.645533 2.13139 -49.1648 42.8417
45.9703 0.086415 0.204333 0.571283 20.1747 4.15892 41.0969
46.643 -0.15006 -0.223692 0.631438 -0.603064 -25.2367 39.2213
60.5524 -0.511914 0.536794 0.524559 -40.0969 33.6641 30.423
60.1979 -0.262087 0.655157 0.507924 -30.7981 38.0645 35.0195
46.313 0.187465 -0.367715 0.651679 8.95572 -31.6558 32.5976
59.2147 0.342795 0.994837 0.460185 19.881 52.1025 19.9112
54.2566 -0.234501 0.0959777 0.586511 -20.41 -5.96512 49.9162
38.1754 0.054657 0.309273 0.556535 9.15067 6.29928 36.5233
64.6913 0.736483 -0.217239 0.630531 41.347 -34.8626 35.4964
54.5781 0.250762 0.181679 0.574467 13.9984 -5.45968 52.4691
35.9568 -0.116783 0.360415 0.549347 -22.9285 12.6357 24.6478
50.809 -0.311673 0.0600218 0.591564 -36.6452 4.72605 34.8761
57.9247 -0.612567 0.72645 0.497904 -38.7169 39.0034 18.3031
67.6193 0.363662 0.108574 0.584741 23.2942 24.9135 58.3872
56.4966 0.254491 0.384124 0.546015 36.258 15.0437 40.6313
49.2105 -0.166054 0.121427 0.582935 3.24387 15.3971 46.627
55.4752 -0.148895 -0.133018 0.618694 -10.4445 -21.4752 50.0722
52.9368 -0.232609 0.487408 0.531499 -16.1069 21.2432 45.734
68.9793 0.48547 -0.0368525 0.605179 40.8777 22.7015 50.7129
43.2042 -0.254158 -0.0307668 0.604324 -19.5045 1.64896 38.5157
45.7144 -0.131859 -0.0234346 0.603294 1.74837 -18.9534 41.5634
64.244 0.334178 -0.373539 0.652497 30.3836 -36.0071 43.6763
51.3636 -0.0161702 0.285674 0.559851 -18.7754 5.68064 47.4703
38.2749 -0.512387 0.304978 0.557138 -30.3207 2.90667 23.177
54.5888 -0.0968532 -0.162726 0.62287 20.6066 -5.83473 50.2121
42.8879 -0.49603 0.448035 0.537033 -29.0895 12.7271 28.8304
47.6957 0.553789 -0.11651 0.616374 31.1645 -23.0328 27.8054
55.5049 -0.186138 1.23287 0.426732 -14.686 51.6947 13.8844
43.0149 0.30603 -0.030905 0.604343 7.35324 10.9698 40.9375
69.895 0.0783921 0.487663 0.531463 0.831778 35.5854 60.1523
67.6051 -0.400157 -0.0937383 0.613174 -25.4871 0.722633 62.6126
67.3303 -0.0867882 -0.160454 0.62255 -20.3765 -18.9225 61.3198
51.2023 0.265478 0.438944 0.53831 27.0705 34.3894 26.5751
41.0383 -0.0709082 0.395789 0.544376 -6.894 24.16 32.4486
70.9816 0.251102 -0.371287 0.652181 39.9314 -38.7028 44.113
59.0071 -0.842334 0.551072 0.522552 -55.9704 13.0242 13.3988
52.3648 0.228614 0.0173883 0.597556 20.6378 -5.98162 47.7532
48.2867 0.208613 1.30935 0.415983 14.5652 44.8388 10.4377
67.9265 -0.235843 0.336608 0.552693 -26.8901 25.7524 56.8133
40.9811 0.119765 0.561434 0.521096 6.3824 24.5603 32.1793
71.4475 -0.740995 1.10179 0.445153 -32.3554 61.0238 18.2751
53.9628 -0.112866 0.341236 0.552042 5.5768 23.3713 48.3184
67.1381 0.443121 0.142648 0.579952 41.7142 25.7462 45.8757
71.8598 -0.532403 0.3261 0.55417 -44.0569 33.9313 45.5136
50.1205 0.180568 0.103262 0.585487 15.1929 2.29996 47.7069
75.3623 0.730621 -0.862669 0.72124 38.9396 -55.6004 32.7381
61.2983 0.061697 -0.210155 0.629535 4.61529 -41.5404 44.8394
40.9934 0.112186 0.13812 0.580589 0.36525 7.40547 40.3173
51.0356 0.327742 0.209237 0.570594 20.1494 14.2864 44.6602
64.8408 -0.0500682 0.398574 0.543984 15.7222 27.6476 56.5044
54.8442 -0.261921 -0.16218 0.622793 -27.0509 -7.72102 47.08
57.1009 0.452569 0.0812072 0.588587 35.0043 11.1383 43.7167
48.8277 -0.12984 0.12564 0.582342 -17.8081 -16.9904 42.1704
66.4467 0.105977 -0.13408 0.618844 15.9115 -4.89769 64.3273
73.2657 0.0800496 0.0576162 0.591903 2.38558 26.3593 68.3181
49.7366 0.194266 0.0246169 0.59654 4.72303 11.3139 48.2019
56.2384 -0.349682 0.706338 0.500731 -13.4677 46.2687 28.993
53.8421 0.092237 0.267761 0.562369 -3.24981 27.5493 46.1459
69.2655 0.0735908 0.362992 0.548985 -24.7818 26.8419 58.848
67.9763 0.502606 0.121234 0.582962 51.4252 16.6921 41.202
44.8091 -0.46326 0.239756 0.566305 -35.0045 -3.30948 27.7775
60.1462 0.0262575 -0.0593835 0.608346 28.7907 6.17994 52.445
67.0638 -0.107563 0.292134 0.558943 -20.8938 32.5815 54.7672
45.3384 0.123501 0.265287 0.562716 8.15319 16.4728 41.4457
71.7144 0.230446 0.465893 0.534523 14.3208 46.2172 52.9324
50.9147 -0.333938 0.288226 0.559493 -31.6243 17.7038 35.7602
59.496 -0.748988 0.165945 0.576678 -49.4921 4.68734 32.6853
36.8059 -0.607888 0.218267 0.569325 -31.1177 -2.72588 19.4661
69.9722 -1.03349 -0.861505 0.721077 -50.6028 -40.2007 26.8212
49.5415 -0.163143 0.150849 0.5788 -5.34275 -2.04941 49.2099
44.4846 -0.760249 0.743662 0.495485 -26.9674 31.5092 16.0877
53.0941 0.345344 -0.0576839 0.608107 17.8925 -14.5735 47.8169
45.518 0.146675 -0.0771132 0.610838 2.14493 -24.2801 38.4417
54.0186 -0.235442 0.663194 0.506794 -12.0635 40.1715 34.0401
38.3036 0.213367 -0.0280619 0.603944 9.00646 -21.507 30.3891
57.6144 0.218434 0.519044 0.527053 26.8271 31.5702 40.0382
48.5815 -0.511964 0.168911 0.576261 -31.3544 -0.948132 37.0968
26.7671 0.267769 0.229019 0.567814 9.93301 -1.18105 24.8277
46.6711 0.105923 0.356039 0.549962 8.34115 11.4906 44.4588
45.4875 0.171858 0.654671 0.507992 7.93425 37.0934 25.1046
35.8607 0.237269 0.251576 0.564643 4.87706 6.48385 34.9309
67.6738 0.0424764 0.339373 0.552304 20.6964 43.1038 47.8901
57.1852 0.310886 0.166934 0.576539 26.7231 23.2648 44.8862
51.3172 -0.0525521 -0.260828 0.636657 -1.48297 -19.8654 47.2929
50.2826 -0.521211 0.9257 0.469901 -21.5179 41.8919 17.6179
76.2214 0.454369 0.304384 0.557222 48.1893 33.359 48.7307
64.3517 -0.333313 0.229713 0.567716 0.194051 12.5098 63.1237
36.1961 -0.216315 0.279731 0.560686 0.713892 9.72142 34.8589
50.2708 -0.211454 -0.180811 0.625411 -24.7708 -15.4867 40.9112
60.7135 0.117407 0.776924 0.49081 -3.84653 56.3557 22.2569
53.5842 0.296906 0.147116 0.579324 34.9187 -9.36204 39.5513
66.0365 -0.356245 -0.474193 0.666643 -41.1303 -29.5966 42.3457
46.6041 -0.0133029 0.273883 0.561508 -11.5746 23.7991 38.3611
32.025 0.23972 0.0452517 0.59364 12.9198 -14.6137 25.3992
50.0987 0.112472 -0.195401 0.627462 25.9801 -21.9523 36.7833
58.2072 -0.367503 0.576159 0.519026 -34.8619 30.179 35.524
64.9879 -0.556545 0.572121 0.519594 -44.539 36.5439 30.0707
48.3113 0.188834 0.550339 0.522655 22.6725 26.2458 33.6318
46.2449 -0.0186334 0.462442 0.535008 -15.2425 22.2446 37.5691
48.9836 0.0463709 -0.93016 0.730725 4.63952 -44.2407 20.5092
54.5768 0.0943473 -0.0980476 0.61378 5.78973 -15.614 51.9741
59.644 -0.547202 0.28128 0.560469 -46.2189 22.1097 30.5349
51.337 -0.0246741 -0.290312 0.640801 11.7676 -16.1768 47.2792
64.9382 0.0463663 0.165094 0.576797 26.7849 -2.41623 59.1075
55.7242 -0.159697 0.0127723 0.598205 2.76517 -19.3118 52.1977
38.1528 -0.0872252 0.0871329 0.587754 -17.178 -5.04937 33.6906
63.3175 0.166997 0.493107 0.530698 36.587 30.2358 41.9082
61.7548 0.0595731 -0.251775 0.635385 15.0083 0.271998 59.9027
57.7592 0.0622314 -0.0429325 0.606034 -15.4122 -14.3446 53.7849
45.8878 -0.0531266 0.597844 0.515979 -16.269 29.1266 31.5064
60.1792 0.0515792 -0.0299509 0.604209 -8.58449 -33.0614 49.5458
53.6114 0.326258 0.272907 0.561645 35.7664 8.14747 39.0969
52.4991 0.0696318 0.103923 0.585395 20.7181 -10.6896 47.0388
35.1108 -0.0326632 0.600738 0.515572 8.27752 24.3671 23.8851
58.619 1.00327 -0.0310932 0.60437 52.5494 -17.4363 19.2544
46.2276 0.739537 0.69186 0.502765 37.9688 19.8048 17.4105
41.0849 0.243814 0.903373 0.473039 13.8834 35.2191 15.9635
62.1295 -0.83839 0.166191 0.576643 -51.8804 3.45247 34.0086
60.7337 -0.0835083 -0.0600117 0.608434 -13.0366 -13.8209 57.6855
40.797 -0.0250775 0.539243 0.524214 7.42274 29.9417 26.6983
37.8947 -0.29898 0.264004 0.562897 -14.9777 8.36386 33.7894
45.5148 0.607371 -0.167859 0.623591 33.8626 -3.90504 30.1608
66.0493 0.0311042 1.06817 0.449879 4.76966 63.4225 17.8142
45.4254 -0.198883 0.654933 0.507955 -13.2098 32.6229 28.7179
57.9562 0.663375 0.141382 0.58013 45.6843 0.100878 35.663
47.0484 -1.11513 0.195241 0.572561 -43.4496 2.40614 17.8855
36.8349 -0.11725 0.315993 0.55559 -15.312 7.80313 32.5801
50.2101 -0.483672 0.480876 0.532417 -24.2124 15.4264 41.1927
52.32 -0.244384 0.496899 0.530165 -13.2126 28.5672 41.7938
53.4845 -0.0681151 0.598076 0.515946 9.78514 38.4667 35.8491
52.5313 0.411116 0.121696 0.582897 33.5317 -11.884 38.6514
43.5129 -0.304128 0.136154 0.580865 -19.6246 -4.18135 38.6104
52.4748 0.832994 -0.874965 0.722968 32.3794 -37.7949 16.6351
62.1979 1.13273 0.056928 0.591999 58.0548 -3.58713 22.0305
62.3527 -0.170676 -0.857571 0.720524 -2.18994 -53.7157 31.5862
59.1087 0.336313 0.134991 0.581028 35.3775 -14.5879 45.0496
50.7345 0.151952 -0.166175 0.623354 -11.3958 -9.06777 48.5994
62.4469 0.0517725 0.450913 0.536628 26.0229 27.0055 49.9312
58.6332 0.172444 -0.0771296 0.61084 -6.73558 -1.25614 58.2315
63.4045 1.39692 -1.81396 0.854935 33.7558 -50.4962 18.188
52.3999 -0.177807 -0.152002 0.621362 -4.56638 -12.8825 50.5859
54.3173 -0.0702862 0.691562 0.502807 -14.4068 43.8702 28.6045
59.0698 0.625835 0.690282 0.502987 34.134 39.7738 27.2426
44.0835 1.09536 0.0605172 0.591495 6.02334 23.5103 36.8013
36.1785 -0.0811095 0.0978702 0.586245 -1.59186 -14.1661 33.2517
61.7039 0.578621 0.00601496 0.599155 38.237 -1.96865 48.3883
46.3152 -0.0222136 0.449521 0.536824 -7.10269 37.0027 26.934
66.4746 0.044399 0.531711 0.525273 -3.33229 36.5116 55.4497
52.4066 -0.383729 -0.485206 0.668191 -25.4302 -30.4637 34.2304
39.5596 0.227581 -0.556562 0.67822 7.03556 -25.3079 29.58
60.9659 0.477032 -0.223706 0.63144 47.7081 -14.5235 35.0691
64.4637 0.539997 -0.303975 0.642721 53.7408 -15.5118 32.045
35.1431 -0.198317 -0.0901251 0.612666 -2.35143 -20.6004 28.3749
64.6068 -0.876038 0.568 0.520173 -59.143 17.0351 19.6458
64.3887 -0.185828 -0.378165 0.653148 -15.4913 -39.3204 48.578
53.4881 0.481321 0.133268 0.58127 43.1793 -8.7306 30.3365
41.9406 -0.101041 0.372924 0.547589 -16.2847 13.6983 36.1411
73.4246 -0.312295 0.431756 0.539321 -26.1527 32.5881 60.3757
64.7037 -0.228998 -0.0693138 0.609741 -34.2532 -21.7046 50.4202
46.8611 0.0400454 0.22373 0.568557 -12.2043 -1.96845 45.2012
53.8235 -0.162889 0.367394 0.548366 -4.79303 20.0164 49.7327
43.563 0.047581 -0.00927884 0.601304 -15.432 5.39376 40.3794
51.1595 1.38015 1.07406 0.449051 42.6515 26.7956 8.95259
43.1618 0.105404 0.50338 0.529255 0.817855 23.7059 36.0598
55.7812 0.656938 0.971983 0.463397 35.1307 40.1617 16.2608
67.2345 0.130013 0.154413 0.578299 -15.8473 -3.25758 65.2589
59.7498 -0.245583 -0.104095 0.61463 -9.41482 -32.0101 49.5656
44.4706 -0.347968 0.246524 0.565353 -35.3293 1.02082 26.9896
42.9998 -0.468574 0.133889 0.581183 -30.7775 -5.30438 29.5567
42.956 -0.0262541 -0.13446 0.618897 -10.1843 -20.6677 36.2539
74.0077 0.0589467 0.585989 0.517645 13.2262 47.9403 54.8082
60.1003 0.126451 0.271694 0.561816 9.96852 12.6904 57.8932
46.9431 0.201808 -0.0534882 0.607517 -0.274446 -13.4858 44.9634
51.8046 -0.291418 0.0446877 0.59372 -11.0524 -0.0674933 50.6118
70.7111 0.289581 -0.22641 0.63182 38.0412 -3.7412 59.489
63.3113 -0.773085 1.4447 0.396961 -36.7883 50.6533 9.44408
44.8938 0.0900762 0.737742 0.496317 17.0804 34.517 23.0716
55.0144 0.686538 0.497116 0.530135 33.748 32.8101 28.4806
60.7013 0.0549147 -0.457938 0.664359 -6.37854 -22.699 55.9349
67.5811 0.0958459 0.236752 0.566727 -18.2158 15.5009 63.2069
48.3996 0.189948 0.364012 0.548841 17.755 17.1058 41.6494
53.3701 -0.223346 0.576746 0.518944 -0.966026 44.6143 29.2746
58.343 -0.217605 0.232378 0.567341 -35.0848 11.7629 45.1066
60.0042 -0.219176 0.300998 0.557698 -8.59162 13.4235 57.8489
46.0759 -0.134215 0.688067 0.503298 3.49877 38.2676 25.4232
41.045 0.106484 0.111882 0.584276 -1.94138 -3.79539 40.823
55.3269 -0.114448 0.150659 0.578826 -35.4391 -3.03062 42.3787
45.0174 0.626979 0.563279 0.520836 29.2969 24.8911 23.4242
67.7044 0.381622 -0.374165 0.652585 27.2906 -44.9199 42.6767
53.9383 -0.368347 1.15792 0.437265 -20.1872 48.2496 13.1829
62.8013 -0.0550435 0.00964536 0.598644 5.01991 11.4506 61.5442
47.8828 0.0715482 0.294611 0.558595 -5.01097 26.73 39.4102
48.7689 0.176366 0.0945252 0.586715 -10.4277 0.0293699 47.641
47.9781 0.174527 1.57802 0.378224 3.02387 47.3109 7.37822
42.5894 0.0783127 0.473199 0.533496 11.4762 20.9759 35.2445
44.2357 0.374798 -0.225833 0.631739 22.7285 -26.8066 26.8629
30.1079 -0.0234052 0.248265 0.565109 -8.65539 -2.2706 28.7474
36.8267 -0.0361856 0.171399 0.575911 -5.33723 -2.47082 36.3541
69.6661 0.176881 0.310872 0.55631 12.5063 19.5084 65.6992
51.2931 0.293591 0.266668 0.562522 32.6567 7.88837 38.7594
48.9639 0.332881 -0.28945 0.64068 16.0653 -36.0847 28.9356
58.4034 -0.439297 0.246125 0.565409 -35.842 -1.34874 46.0922
41.9494 0.0434728 0.371947 0.547726 -2.62707 19.4709 37.0639
50.6651 -0.225841 0.472585 0.533583 -0.0796103 35.9433 35.7076
39.3561 0.117976 0.426457 0.540065 13.1597 18.529 32.131
54.9481 0.136581 1.02814 0.455505 -0.401865 52.4489 16.3784
58.3831 0.243381 0.107673 0.584868 11.1873 -38.0546 42.8401
42.2044 0.0907288 -0.1971 0.627701 -5.7085 -25.0051 33.5167
37.8069 -0.372205 -0.0886589 0.61246 -14.2877 -21.1017 27.9274
57.4126 0.485728 0.251453 0.564661 44.969 -0.800018 35.6841
50.9001 0.0569978 -0.261923 0.636811 11.4543 -37.405 32.5651
33.1626 0.0184524 0.441016 0.538019 6.72558 13.7026 29.4409
53.9955 0.694829 -0.640868 0.690068 34.1838 -36.0506 21.1503
35.2644 -0.109091 0.00757647 0.598935 -15.0231 -16.2426 27.4602
46.5425 -0.739627 0.244854 0.565588 -37.8875 2.75119 26.8919
64.9195 0.433201 0.558293 0.521537 32.5302 40.5864 38.8468
49.1468 -0.348454 0.0852634 0.588017 -28.2812 12.2176 38.2925
39.4884 -0.505706 -0.0918585 0.61291 -21.2561 -13.8614 30.2551
45.0321 0.33006 0.967697 0.463999 9.82508 40.7295 16.5065
