Energy(KeV) X(cm) Y(cm) Z(cm) px py pz
59.6063 -0.00280105 0.154999 0.578216 -24.845 13.2607 52.5336
62.3232 0.615571 0.898471 0.473728 27.6586 49.9142 25.055
71.0603 -0.731104 0.246718 0.565326 -56.1789 7.1574 42.9217
73.0973 -0.815625 0.156271 0.578037 -63.3963 5.28701 36.0024
56.4032 0.103502 0.446632 0.53723 -7.23353 40.9642 38.0911
44.842 -0.260737 0.181394 0.574507 -4.16157 20.5409 39.6429
56.8053 -0.103363 0.112014 0.584258 -30.4834 4.129 47.7552
65.1446 0.0174392 -0.191636 0.626933 5.74535 -43.8272 47.8539
42.2616 0.0641962 0.102151 0.585644 13.2705 -11.9932 38.2897
42.694 0.194885 0.352009 0.550528 10.5051 10.3619 40.0631
47.1469 0.949116 0.268304 0.562292 43.9978 -0.915962 16.917
54.459 0.570686 -0.342766 0.648173 33.7779 -29.985 30.4258
57.6603 -0.432932 0.354287 0.550208 -35.0441 13.3373 43.8034
43.2988 0.0776057 0.17076 0.576001 11.7288 19.3674 36.907
46.7174 0.0535579 0.630855 0.511339 -0.72213 37.0793 28.4098
51.3948 -0.420973 0.18254 0.574346 -32.4904 -0.962486 39.8105
65.2331 0.0868929 0.0408239 0.594263 -3.41246 -9.39771 64.4623
53.643 0.14333 0.359395 0.54949 8.53121 33.7243 40.8346
61.6155 -0.213752 0.84944 0.480619 -0.309054 55.838 26.048
31.4535 0.0928936 0.372121 0.547702 -1.45381 10.9609 29.446
39.2332 0.233369 0.10992 0.584552 19.7807 -12.588 31.4565
34.1854 0.743917 0.203305 0.571427 29.8659 -2.37837 16.4624
60.9236 0.00402519 0.455903 0.535927 -2.96881 46.6006 39.1313
67.2364 0.454134 0.250539 0.564789 27.883 27.0344 54.8855
67.9547 1.09502 -0.742029 0.704285 52.6529 -35.3635 24.3913
52.1636 -0.0609192 -0.0662163 0.609306 -14.8151 -27.9858 41.4529
74.425 -0.202272 0.231008 0.567534 -18.74 -6.19525 71.7601
59.2218 -0.0745666 -0.137088 0.619267 14.1119 7.69198 56.9992
40.9111 -0.162608 0.314246 0.555836 0.739068 8.09255 40.0959
64.8234 -0.247119 0.0388479 0.59454 -20.5816 31.7253 52.6495
45.0122 0.477042 -0.166765 0.623437 34.1821 -6.97517 28.4434
50.5995 -0.259614 0.579948 0.518494 -3.05561 40.859 29.6904
61.0543 -0.395379 0.708773 0.500388 -31.5671 46.9014 23.0522
49.5969 0.155543 -0.801909 0.712701 -2.79906 -42.8943 24.7405
34.9972 -0.295536 -0.339239 0.647677 -4.40331 -27.8507 20.7306
56.1004 -0.197325 -0.249216 0.635025 -5.85283 -41.0294 37.8099
43.131 -0.245013 0.656926 0.507675 -19.946 30.8005 22.6664
57.0584 -0.0128915 0.258556 0.563662 -8.8735 1.4877 56.3445
64.3014 1.36009 0.255457 0.564098 60.8902 3.65998 20.3386
61.4382 0.673702 0.189909 0.57331 52.0534 5.56827 32.1573
66.3358 0.163272 0.237983 0.566554 31.6317 5.01323 58.0925
42.1742 -0.291117 0.18348 0.574214 -22.1995 -9.46864 34.586
49.3991 0.689697 0.575526 0.519115 32.7338 29.7391 22.008
63.4673 0.228298 0.48039 0.532486 28.7649 33.3251 45.7179
43.0417 -0.576161 -1.59173 0.823703 -15.3416 -38 13.1612
48.923 -0.107071 0.321247 0.554852 3.07547 19.0595 44.9526
57.3502 -0.493613 -0.17995 0.62529 -30.0257 -31.823 37.0782
55.142 -0.34571 -0.272724 0.638329 -28.5623 -25.9159 39.4107
41.585 -0.503483 0.75535 0.493842 -25.1557 31.3684 10.6076
39.986 0.616297 -0.0389023 0.605467 26.3814 -4.77091 29.6672
48.3103 0.470097 0.897827 0.473819 31.1444 33.3989 15.7615
41.885 1.0985 0.364571 0.548763 38.1037 6.00521 16.3217
38.7865 -0.041566 -0.0410222 0.605765 17.5486 -2.2557 34.516
57.3704 0.303678 0.274803 0.561379 40.4991 11.1214 39.0832
54.3442 0.390962 0.804942 0.486873 35.6769 35.9944 19.6176
47.838 0.859559 -0.10096 0.614189 42.8743 -9.54504 18.9516
45.0976 -0.290598 0.500127 0.529712 -11.4356 31.808 29.8542
38.9718 -0.294066 0.0832646 0.588298 -11.4068 -5.94599 36.7877
53.5189 -0.00952547 0.144721 0.579661 10.1915 -5.50031 52.2508
42.7465 0.415693 0.476306 0.53306 21.8609 19.4509 31.1613
48.4957 0.177715 0.346192 0.551346 30.1108 17.9815 33.4939
62.5181 0.0703125 -0.204266 0.628708 -22.536 -23.0962 53.5462
44.7421 -0.492219 0.269531 0.56212 -36.1372 3.92019 26.0881
72.3204 0.279674 0.392539 0.544832 44.0145 26.2385 51.0344
37.9398 -0.372762 0.724779 0.498139 -19.3302 26.4175 19.1804
50.287 0.472286 -0.6809 0.695694 24.8178 -37.9483 21.7437
38.506 0.230087 0.304055 0.557268 14.2611 15.0217 32.4605
52.8589 0.0873824 0.512849 0.527924 -6.88954 32.7859 40.8862
72.3937 0.101802 0.473261 0.533488 15.1144 49.4318 50.6843
53.1474 0.358261 0.793025 0.488548 15.8009 46.0655 21.2825
41.0479 -0.550241 0.314278 0.555831 -28.9748 6.55996 28.3259
50.4845 0.351051 0.293643 0.558731 14.7613 24.879 41.3742
59.492 0.239123 0.416902 0.541408 25.2787 39.6393 36.4556
33.2502 -0.177957 0.300367 0.557786 -20.9186 2.49666 25.7247
44.4992 0.163383 0.188998 0.573438 17.775 6.73242 40.2356
40.7416 -0.151179 0.174058 0.575538 3.31417 -3.73378 40.4346
63.0896 -0.115273 0.123421 0.582654 2.50116 8.84409 62.4165
30.2251 0.379585 0.441022 0.538018 12.6477 12.9649 24.1972
52.3249 -0.050405 0.276774 0.561102 -21.9213 9.72441 46.5057
69.1943 0.415971 0.525656 0.526124 49.7357 34.0439 33.9886
49.4892 -0.00371956 -0.157161 0.622088 6.27166 -9.35953 48.1897
52.3005 -0.277151 -0.243009 0.634153 -23.2934 -34.336 31.8403
62.4971 0.187148 -0.0658605 0.609256 33.1832 8.35835 52.2963
38.9511 0.21408 0.0616585 0.591334 -2.78466 -7.84058 38.052
39.8314 0.0467271 0.163666 0.576998 9.18336 -8.57609 37.7976
65.124 -0.104927 0.0338469 0.595243 -31.1379 -14.9311 55.2144
56.0474 0.168652 -0.436017 0.661278 21.4345 -39.96 32.9403
59.4619 -0.732278 0.338828 0.552381 -51.5603 13.4201 26.4037
58.6858 -1.18178 -0.49116 0.669028 -47.6007 -28.5859 19.0012
34.2066 -0.0137977 0.256192 0.563995 5.92924 0.555044 33.6843
68.8241 -0.116647 -0.357245 0.650207 -17.6786 -38.3946 54.3147
60.7937 -0.742848 -0.485617 0.668249 -43.6948 -20.5905 36.9144
44.3143 0.224977 0.254894 0.564177 15.6776 -2.12071 41.3942
67.7025 0.320034 0.482622 0.532172 45.5089 33.6182 37.1805
59.3974 -0.167584 0.106379 0.585049 -20.1139 20.4443 52.0145
56.4928 -1.14835 0.147269 0.579303 -52.0836 -1.99051 21.7894
62.7103 0.0301422 0.355054 0.5501 -20.3298 24.5324 54.0133
65.0044 -0.161769 0.209585 0.570545 1.00552 -0.58566 64.994
41.7663 0.536504 -0.144599 0.620322 28.6767 -18.2638 24.2591
27.0327 -0.172343 0.603685 0.515158 -11.9914 16.2484 17.9713
71.5051 -0.430938 0.0540749 0.5924 -57.6796 12.7674 40.287
59.2456 0.425579 0.0926873 0.586974 35.9699 2.91659 46.9862
48.4925 0.181717 0.330383 0.553568 -3.98659 17.757 44.948
49.9382 0.064929 0.154149 0.578336 -10.4831 2.91581 48.7383
44.8452 0.161575 0.178731 0.574881 -8.97329 3.05683 43.8318
60.5617 -0.54538 -0.0146504 0.602059 -33.4409 -7.79664 49.8863
47.0823 -0.18462 -0.0873352 0.612274 -9.68519 -14.5918 43.7038
55.4039 0.149834 0.753028 0.494169 22.7262 42.3862 27.505
42.1339 0.648848 0.736569 0.496482 31.7831 22.6418 15.8887
62.3119 -0.113305 0.0672349 0.590551 -32.6193 -2.35641 53.0397
37.622 -0.268828 -0.0931524 0.613092 -10.6209 -17.2289 31.7139
51.8839 0.030462 0.193115 0.572859 9.30189 21.3741 46.3526
50.3268 -0.468308 0.497654 0.530059 -18.0897 34.0054 32.391
58.5597 1.19068 -0.206441 0.629013 53.1519 -8.29159 23.1381
61.3192 -0.181343 0.373003 0.547578 -13.5239 31.9693 50.548
54.4259 -0.326179 0.00201469 0.599717 -15.9239 11.5048 50.7568
39.8235 -0.345073 0.229986 0.567678 -9.72581 11.9479 36.7229
49.3089 0.608413 0.0711006 0.590007 37.7481 -11.3414 29.628
62.6483 0.438783 1.00431 0.458854 26.1132 53.8398 18.5522
39.6572 -0.0766996 0.0599448 0.591575 -1.86127 -7.71471 38.855
60.7706 -0.232489 -0.184652 0.625951 -33.4907 -30.1233 40.7924
47.5305 -0.122825 -0.0328025 0.60461 -14.8578 7.3866 44.5402
55.5021 0.357024 0.439345 0.538254 42.9067 21.6474 27.7649
48.3078 0.550668 1.02467 0.455992 20.5214 41.1625 14.7704
61.1383 -0.660353 1.48353 0.391503 -30.3725 52.2079 9.47293
65.5389 0.124542 0.128413 0.581953 -0.854937 1.07869 65.5244
56.4259 -0.46388 0.458855 0.535512 -42.1701 25.758 27.2414
58.3893 0.262129 -0.33941 0.647701 25.8518 -34.8826 39.041
34.0789 0.00267478 0.187427 0.573659 7.83616 -0.556645 33.161
57.4301 -0.348156 0.574124 0.519312 39.166 4.41659 41.77
69.9151 0.0198018 -1.2693 0.778388 3.50728 -63.961 28.0144
52.8301 -0.108872 0.37443 0.547377 -14.9461 17.3032 47.626
74.2172 0.142523 0.167357 0.57648 46.1068 18.3674 55.1814
64.1251 0.263923 0.148868 0.579078 34.0925 29.4376 45.6417
60.2242 -0.494395 0.587228 0.51747 -37.3654 41.6413 22.2885
70.4096 0.14096 0.62655 0.511944 14.2159 56.0539 40.1668
46.6609 -0.130215 0.0226291 0.59682 0.306858 -8.71456 45.8389
37.9633 -0.036209 0.578357 0.518717 -7.84734 24.361 28.0387
52.8225 -0.490358 0.350773 0.550702 -41.174 18.8822 27.1731
46.5967 0.13701 0.0246836 0.596531 -0.371411 -15.1113 44.0768
67.5444 -0.106866 0.0252753 0.596448 -26.0589 -15.1195 60.4532
62.839 0.133409 0.431641 0.539337 25.944 43.4254 37.2811
54.2789 -0.531115 -0.078526 0.611036 -39.8162 -7.70102 36.0771
66.4157 0.211878 0.0521427 0.592672 27.5093 -26.3524 54.4044
49.4564 -0.0173828 -0.303127 0.642602 -22.4746 -19.0867 39.7055
43.677 0.748644 0.137655 0.580654 34.4185 -0.0287171 26.8896
62.7609 0.0593904 0.0227997 0.596796 15.0643 5.06933 60.7149
54.8899 0.582928 -0.101549 0.614272 35.3201 -23.6752 34.7114
50.3757 0.268371 0.214389 0.56987 12.4174 4.04887 48.6531
41.9104 0.0719611 0.190623 0.57321 11.5771 -6.35594 39.775
35.028 0.0439092 -0.209364 0.629424 4.84617 -24.1169 24.9369
58.1596 0.138588 -0.182444 0.625641 7.27882 -30.394 49.0486
31.556 0.0596038 0.290249 0.559208 -3.79865 1.51551 31.2899
40.1258 0.331099 0.135883 0.580903 12.0303 -7.59713 37.5185
41.594 0.16238 0.381495 0.546384 8.89457 14.6038 37.9167
53.2073 0.0374468 0.213779 0.569955 24.7919 4.60285 46.8529
48.6898 0.146149 0.00584732 0.599178 -12.981 -11.7553 45.4313
54.5787 -0.0133447 0.51056 0.528245 -12.025 32.2015 42.3945
52.3409 0.623669 0.0516903 0.592735 43.7019 -12.959 25.7251
51.103 -1.04122 0.889274 0.475021 -44.1374 23.0876 11.4178
54.5967 0.187412 -0.131328 0.618457 0.633377 -24.5741 48.7495
46.8763 -0.401048 0.546847 0.523146 -29.8808 23.0277 27.8254
66.1894 0.113973 0.189035 0.573433 -4.59498 25.2636 61.0055
40.0766 -0.352754 0.434648 0.538914 -30.7252 11.0288 23.2478
56.4365 -0.308935 0.142984 0.579905 -31.9071 4.71086 46.3123
48.0632 -0.340482 0.223122 0.568642 -32.3091 6.46874 34.9906
63.6225 -0.112758 0.163446 0.577029 -10.84 -7.25612 62.2709
40.6695 0.969497 0.634001 0.510897 36.1818 13.5959 12.6508
69.0569 0.689336 1.2662 0.422047 30.0936 60.8528 12.6559
49.8196 0.204577 0.107809 0.584848 1.92384 8.28521 49.0881
45.4386 -0.275707 -0.196809 0.62766 -15.6496 -30.5788 29.7438
45.9778 0.501904 -0.353053 0.649618 13.3846 -39.7832 18.7644
47.6782 -0.267285 0.534119 0.524935 1.23218 16.8668 44.5781
52.0323 -0.516109 0.286145 0.559785 -35.2175 10.9476 36.7048
40.8732 -0.420994 0.177714 0.575024 -18.1007 -0.772633 36.6386
63.1626 0.100642 -0.631227 0.688713 7.40254 -41.9575 46.6291
52.6341 -0.211193 0.42517 0.540246 -29.5615 22.5895 37.2315
63.062 0.212126 0.807094 0.48657 26.9757 49.8594 27.6255
55.7208 -0.194848 0.455468 0.535988 -2.18437 40.9836 37.6879
47.0799 -0.101541 0.0388005 0.594547 -6.99378 -11.4028 45.1395
57.4212 -0.309053 0.0355046 0.59501 -17.438 19.5646 51.0915
68.1365 0.385719 0.328835 0.553785 43.2745 38.2829 36.1154
29.9528 0.0109713 0.494064 0.530564 4.26482 16.3718 24.7173
47.5961 -0.770874 -0.0260481 0.603661 -36.5272 -8.38353 29.3405
51.15 0.323218 -0.267754 0.63763 11.8381 -37.4957 32.7148
61.0714 -0.174666 0.264982 0.562759 -32.6437 34.2471 38.6166
45.3786 0.255735 -0.0573824 0.608065 20.1207 -20.4103 35.1822
42.2086 0.108091 0.282984 0.560229 10.0646 0.4009 40.9891
60.3969 0.28451 -0.468681 0.665869 19.1096 -23.5097 52.2484
44.924 -0.106276 -0.0408871 0.605746 13.0331 -9.92657 41.8303
54.759 0.524725 1.59682 0.375582 20.8162 50.0761 7.59088
39.1803 -0.106853 0.418953 0.54112 -23.6585 15.5498 27.0845
48.2754 0.470712 -0.380149 0.653426 27.286 -23.9856 31.7911
64.0602 0.374202 -0.789805 0.711 16.2623 -46.5669 40.875
69.3152 0.541718 -0.849895 0.719445 17.9105 -59.0395 31.5935
63.0995 0.905756 0.487066 0.531547 56.9186 14.3732 23.135
66.3021 0.844625 0.865375 0.47838 53.4735 35.8529 15.847
45.7028 -0.103653 -0.519061 0.672949 -31.55 -22.2226 24.4847
59.1918 -0.174812 -0.100795 0.614166 -24.2586 -30.4893 44.56
56.0255 -0.292066 0.113745 0.584014 -50.487 2.42465 24.1668
69.1029 -0.0434002 0.557593 0.521635 -5.04375 60.9976 32.0789
31.6732 -0.115256 0.304409 0.557218 1.41244 4.89542 31.2607
35.8179 0.172864 0.108053 0.584814 -0.656302 -7.16033 35.0887
61.6494 0.237789 0.0227846 0.596798 9.59567 -12.1766 59.6682
55.3987 0.0441555 0.172347 0.575778 -25.4662 18.4582 45.6047
53.6866 -0.39961 0.302049 0.55755 -32.8342 16.5058 39.1373
53.4405 0.0333317 -0.0205325 0.602886 23.8823 7.54644 47.2077
49.5913 0.00683461 -0.0744503 0.610463 -1.7396 -0.132726 49.5606
31.6446 -0.0585199 0.151927 0.578648 -4.97471 -6.89456 30.4811
44.4022 0.534441 0.549668 0.522749 16.5948 32.8595 24.8279
49.527 -0.460204 0.204368 0.571278 -36.0477 -4.09829 33.7149
51.972 -0.278656 -0.276581 0.638871 -0.532123 -42.8701 29.3763
54.5376 -0.0064513 -0.132127 0.618569 15.3758 -29.2275 43.4015
52.2522 -0.653916 0.267362 0.562425 -42.2766 1.42575 30.6749
54.7531 0.0791148 0.129395 0.581815 -21.1566 3.28048 50.3938
56.1831 0.069746 -0.00016729 0.600024 25.5749 3.95098 49.8684
46.428 0.373612 0.204667 0.571236 20.4439 8.16599 40.8769
45.4076 0.691155 -0.0926462 0.613021 37.8988 -6.52569 24.1444
49.4558 -0.216391 0.363496 0.548914 -19.2042 9.96141 44.473
51.1956 -1.63321 0.69772 0.501942 -47.6086 16.4983 9.06756
61.5366 1.0265 0.0449716 0.59368 55.0327 -10.0139 25.6491
71.9066 0.0608027 0.865206 0.478403 -10.7759 64.7201 29.4237
59.4343 0.12275 0.0887085 0.587533 -0.533395 19.5179 56.1356
49.2334 0.513066 0.207523 0.570835 37.1622 -1.18473 32.2723
57.2468 -0.29334 0.874361 0.477117 -21.1468 48.3368 22.2162
73.4681 -0.0911931 0.974952 0.462979 1.61821 69.8542 22.7007
51.3078 0.35801 0.118501 0.583346 19.992 1.10268 47.2398
57.8752 -0.388804 0.472391 0.53361 -16.244 41.6416 36.7647
30.7355 0.06375 0.105213 0.585213 6.13632 -11.5396 27.8183
55.3656 0.0922433 0.403671 0.543268 -12.4289 21.0772 49.6651
59.5955 -0.414225 -0.00842088 0.601183 -38.7229 -24.1357 38.3358
48.119 -0.0282118 0.398993 0.543925 -21.9467 21.746 36.8903
30.174 0.526697 0.299887 0.557854 21.8661 1.08846 20.7644
65.6464 0.294389 0.0801918 0.58873 20.666 0.681162 62.3049
57.4866 -0.287319 0.271561 0.561835 -44.9553 10.7405 34.1815
47.4824 -0.06038 0.199501 0.571962 7.38456 10.386 45.7403
56.7768 -0.527234 -0.240623 0.633817 -32.7967 -3.74263 46.195
62.8761 0.168336 -0.0559707 0.607866 -8.57124 -27.5294 55.8755
55.4552 -0.0365328 0.373205 0.547549 -24.3057 24.6371 43.3304
42.7065 0.385154 0.0538787 0.592428 17.4696 -5.041 38.6426
34.4166 0.571372 0.043537 0.593881 21.5944 -9.81508 24.9369
53.7078 0.323121 0.359399 0.54949 10.659 38.7598 35.6174
36.9433 0.0683991 0.209741 0.570523 -3.8466 1.90331 36.6932
54.3046 0.212706 0.41177 0.542129 18.2019 30.1304 41.3502
67.519 -0.132035 -0.00423336 0.600595 -5.82023 -34.613 57.6791
49.4873 -0.226313 0.0383481 0.594611 -25.6805 8.08984 41.5218
55.8793 0.156583 0.167234 0.576497 34.216 -4.18611 43.98
55.6499 0.112044 -0.15745 0.622128 17.4928 -29.2853 43.9692
40.1176 -0.244493 0.409466 0.542453 -5.55133 22.9241 32.4514
63.6016 0.204143 0.869578 0.477789 19.1296 54.3464 26.9388
60.6998 1.76184 -1.56613 0.820106 43.4414 -39.9029 14.3201
45.2753 -0.0241589 0.387546 0.545534 4.13933 15.7778 42.2349
55.0693 -0.218968 0.0159612 0.597757 -12.0624 -14.0665 51.8581
55.427 -0.196606 -0.015662 0.602201 2.43691 -22.9949 50.3731
50.0971 -0.416359 0.948153 0.466746 -25.3746 39.719 16.978
47.8184 -0.128984 0.333887 0.553075 -14.6664 11.85 43.944
42.5474 0.230802 0.263298 0.562996 14.9299 1.12344 39.8261
39.7384 0.247806 0.894981 0.474219 6.66298 38.6804 6.21052
41.6989 0.440024 -0.159297 0.622388 17.4406 -26.0041 27.5392
77.1447 -0.0418569 -1.5368 0.815984 -3.70787 -70.0193 32.1691
53.2662 -0.253275 0.0229521 0.596774 -33.7494 -17.8154 37.1602
43.5896 0.297685 0.235052 0.566966 1.65045 -26.0971 34.8751
43.5287 -1.76568 1.75004 0.354048 -35.5544 24.9985 2.38889
67.2824 0.398813 0.15265 0.578546 20.3206 34.3604 54.1605
50.0128 0.0407556 -0.747775 0.705093 -5.10781 -44.1043 23.0218
40.7605 0.499101 0.0490088 0.593112 19.3144 -2.69523 35.7925
69.9728 -0.193649 0.298576 0.558038 -29.7487 24.7491 58.2983
45.597 -0.331303 0.456065 0.535904 -23.4758 19.9462 33.6172
67.9914 -0.167222 -0.163323 0.622953 3.16312 -4.28317 67.7826
45.9407 -0.169171 0.144237 0.579729 -14.9582 -2.80151 43.3468
44.7258 0.409847 0.601911 0.515407 29.6872 24.0001 23.3037
66.1933 -0.294826 1.87695 0.336212 -16.1481 63.8603 6.53061
41.3738 0.0667617 -0.85533 0.720209 18.771 24.8635 27.2259
63.3389 -0.280541 -0.750995 0.705546 -5.58124 -55.2002 30.5551
66.9433 0.270182 -0.092316 0.612974 38.063 -18.7971 51.7618
45.3771 0.258819 0.197824 0.572198 19.4508 14.4248 38.3754
46.8138 0.323154 -0.260418 0.636599 15.8261 -28.1952 33.854
59.8718 0.0235743 0.541054 0.52396 -43.3919 14.392 38.6607
50.0263 0.327116 0.0509804 0.592835 25.3731 1.84451 43.0748
45.2321 -0.168466 -0.012831 0.601803 -8.59968 -18.8755 40.1958
60.3498 -0.0567702 0.245421 0.565508 2.46764 13.8951 58.6766
50.2352 -0.0173396 0.41814 0.541234 9.79687 30.9426 38.3425
64.0216 -0.872653 -0.278269 0.639108 -49.8809 -28.5293 28.2264
44.9714 0.440763 -0.0722493 0.610154 17.4435 -22.3718 34.8949
59.0893 0.0558329 -0.221483 0.631127 -9.09077 -29.7253 50.2525
54.6698 0.0332085 -0.0826724 0.611619 -21.3152 -13.0851 48.6131
60.5275 0.0153911 -0.0185402 0.602606 7.68995 27.6308 53.3009
52.7317 -0.603911 0.347584 0.55115 -45.3497 16.2045 21.4814
65.9674 0.157316 0.292648 0.558871 4.25063 15.0553 64.0856
56.6617 -0.335105 0.463186 0.534904 -31.8543 33.784 32.473
45.4189 0.149262 0.615092 0.513554 -30.4257 -20.6975 26.6227
56.4523 0.14182 0.307136 0.556835 30.2086 33.5895 33.8533
40.794 -1.2521 0.13543 0.580967 -38.2451 -4.21769 13.5526
46.0203 0.400516 0.261148 0.563298 36.8135 1.94917 27.547
50.622 -0.125621 -0.0794677 0.611168 -8.30491 -25.7307 42.7966
58.2717 0.523695 -0.151954 0.621356 34.8609 -27.9141 37.4314
62.9042 0.453457 0.61036 0.514219 41.4411 32.8026 34.1111
63.028 0.384607 -0.361907 0.650863 22.076 -21.894 54.8255
56.824 -0.00719232 0.41032 0.542333 13.1364 52.3569 17.7525
30.1625 -0.429463 0.266773 0.562507 -14.8261 5.54338 25.6755
65.2834 0.322988 -0.2727 0.638326 11.0518 -36.8499 52.7434
47.8952 -1.1877 0.835291 0.482607 -33.3811 31.7742 13.0408
50.4201 1.44059 0.0071996 0.598988 47.2034 -9.24719 15.1167
57.2834 -0.422585 0.39562 0.544399 -13.9548 40.0044 38.5525
50.5195 0.191601 0.127379 0.582098 17.0228 -6.45517 47.1251
60.3416 -0.541091 0.639604 0.51011 -39.5781 34.2287 30.0513
32.8731 -0.0323904 0.45444 0.536133 -13.7334 13.8131 26.4807
60.1957 -0.698915 -0.854738 0.720126 -34.9606 -42.7798 23.8993
48.2351 0.206159 0.381933 0.546323 15.571 12.8125 43.8179
60.0488 0.413328 -0.123101 0.617301 29.2815 -26.3542 45.3201
53.5412 -0.476961 0.0655163 0.590792 -30.3523 -14.8807 41.5207
49.7611 0.223691 0.231187 0.567509 21.386 3.47069 44.7969
42.0797 0.992353 1.53654 0.384053 26.507 32.2476 5.30814
60.2435 -0.431217 0.0979805 0.58623 -34.3319 -15.1825 47.1178
47.8225 0.208611 -0.12842 0.618048 12.4263 -18.9914 42.0941
42.4585 -0.243353 0.380709 0.546495 -11.5047 15.3868 37.8631
56.069 0.53407 0.114315 0.583934 48.6332 -4.94066 27.4616
25.646 -0.0841365 0.091145 0.58719 -6.29421 -9.19631 23.0982
56.7272 -0.25781 0.589943 0.517089 -3.64009 46.7845 31.8737
53.4632 0.519192 -0.0685534 0.609635 44.5073 -10.1074 27.8434
49.2528 -0.468415 -0.461888 0.664914 -21.8749 -29.8902 32.4639
48.4546 1.73853 -1.25157 0.775896 40.0376 -26.118 7.9179
60.1198 0.437782 0.618606 0.513061 41.199 31.8607 30.0322
53.1538 0.0627268 0.109976 0.584544 18.9288 -6.05464 49.2988
36.9683 0.0314883 0.127189 0.582125 10.9416 -10.8885 33.5913
62.2665 -0.474624 -0.104527 0.61469 -44.8265 -27.5454 33.3011
46.2114 0.239508 0.0167791 0.597642 15.1503 -21.1741 38.1787
56.6367 1.11669 0.425126 0.540252 53.6073 9.52706 15.5949
54.0553 0.376123 -0.444277 0.662439 23.6457 -40.3254 27.1426
36.6403 0.106602 0.531924 0.525243 2.74623 21.1454 29.7966
63.0388 0.484207 0.187832 0.573602 44.7006 -11.4919 42.9381
62.4495 -0.0363603 0.307159 0.556832 -10.4189 17.1184 59.1469
52.8424 0.142704 0.740356 0.49595 20.701 42.0033 24.4848
53.6539 -0.347285 -0.45047 0.663309 -13.6482 -42.8622 29.2456
48.489 -0.525219 0.479521 0.532608 -39.3508 17.3798 22.375
59.863 0.38161 -0.124928 0.617558 11.9918 -23.2098 53.8617
44.8395 0.504628 0.383708 0.546073 36.5418 6.59579 25.1352
62.5537 -0.0198146 -0.370747 0.652105 1.74322 -49.0984 38.7204
47.8849 0.0526294 0.199049 0.572025 -14.1979 -1.01426 45.7204
39.5765 0.181699 0.263042 0.563032 7.63999 1.63998 38.7974
55.2052 0.179173 0.188967 0.573442 -2.70442 -2.13297 55.0977
37.8871 -0.303087 0.0832195 0.588304 -9.89059 7.57205 35.7809
59.3514 -0.0582805 -0.111629 0.615688 6.15984 -20.5384 55.3427
72.8784 -0.426865 0.401139 0.543624 -29.5827 45.164 48.9524
65.6359 -0.479459 0.481904 0.532273 -45.923 32.1705 34.1207
68.8475 -0.138434 -0.509684 0.671631 -6.37748 -30.1714 61.5547
57.6788 0.373127 -0.2869 0.640321 16.357 -19.6734 51.6938
61.0642 0.339323 0.0252291 0.596454 32.3206 -16.169 49.2217
57.1981 1.1013 -1.21654 0.770974 36.2125 -40.1832 18.5899
46.5171 0.0254548 0.473882 0.5334 16.1505 27.3871 33.9552
65.6155 0.0171821 0.225519 0.568305 11.9067 1.14979 64.5159
66.2532 -0.114952 0.422114 0.540676 -10.5127 39.1177 52.4288
68.9737 -0.326523 0.0895048 0.587421 -43.9993 14.0668 51.2207
49.1358 -0.502813 -0.286604 0.64028 -22.4009 -29.5858 32.2057
36.6229 -0.128493 0.0605411 0.591492 -18.9086 -12.5734 28.7334
43.3412 0.0312446 0.169472 0.576182 -0.739737 -9.98652 42.1685
42.7002 -0.152919 -0.0484715 0.606812 -1.70783 -18.7492 38.3257
52.2815 0.0201696 0.379874 0.546612 -23.5114 22.2276 41.0672
68.5503 -0.0281497 -0.20001 0.62811 9.76722 -18.7791 65.2003
59.4589 0.602675 1.23669 0.426195 22.9189 53.1404 13.6449
55.9184 0.0419519 0.814681 0.485504 -2.34853 48.3386 28.013
39.4778 0.0194091 0.0134926 0.598104 1.87663 -19.0447 34.5293
40.2556 -0.513684 0.00315329 0.599557 -27.3836 -14.0679 25.9373
64.2715 -0.610597 0.209709 0.570527 -43.3068 18.2719 43.8347
56.7639 0.0123614 0.332005 0.55334 6.42217 12.1553 55.074
39.6627 0.189527 0.647916 0.508941 5.21226 31.757 23.1831
59.0548 -0.472885 -0.00398128 0.60056 -39.3426 -4.37949 43.8229
48.3822 0.0603311 0.104451 0.58532 3.95061 -2.65701 48.1474
57.9174 -0.498751 0.55875 0.521473 -44.6112 27.623 24.5202
74.3339 0.557868 0.862264 0.478817 43.0388 55.5597 24.214
39.8904 0.0654489 0.404496 0.543152 -19.879 2.68648 34.4797
53.2035 -0.0960951 0.178489 0.574915 -11.7588 -10.5426 50.8055
51.6413 -1.1371 1.30027 0.417258 -37.0352 35.0612 8.11938
71.7177 0.515093 0.591167 0.516917 47.5801 38.6655 37.2094
38.1763 -0.0186109 0.698174 0.501878 0.721797 29.6312 24.0604
44.4459 -0.0747104 0.269578 0.562113 -20.8 7.58492 38.5391
75.0199 0.311319 0.44359 0.537658 9.58784 54.5804 50.5671
72.4346 0.672485 1.08498 0.447515 40.3484 57.0687 19.025
69.3004 -0.304499 0.215641 0.569694 -34.6094 25.1998 54.495
64.6157 0.260896 -0.100912 0.614182 33.3948 -34.6968 43.0826
55.1572 -0.0522326 0.143432 0.579842 20.1728 -3.07194 51.244
